date,hour,hourQuarter,count_pickup,count_return,day_of_week,historical_average_pickup,historical_average_return,monthly_historical_average_pickup,monthly_historical_average_return
2018-01-01,0,0,0,0,0,0.5714285714285714,0.2857142857142857,0.6,0.3
2018-01-01,0,1,0,0,0,0.6666666666666666,0.7619047619047619,0.7,0.75
2018-01-01,1,0,1,0,0,0.14285714285714285,0.23809523809523808,0.15,0.15
2018-01-01,1,1,2,0,0,0.23809523809523808,0.09523809523809523,0.2,0.1
2018-01-01,2,0,0,0,0,0.09523809523809523,0.14285714285714285,0.1,0.1
2018-01-01,2,1,0,0,0,0.047619047619047616,0.3333333333333333,0.05,0.3
2018-01-01,3,0,0,0,0,0.047619047619047616,0.0,0.05,0.0
2018-01-01,3,1,1,0,0,0.09523809523809523,0.0,0.1,0.0
2018-01-01,4,0,0,0,0,0.09523809523809523,0.047619047619047616,0.1,0.05
2018-01-01,4,1,0,0,0,0.38095238095238093,0.09523809523809523,0.4,0.1
2018-01-01,5,0,0,0,0,0.6666666666666666,0.38095238095238093,0.7,0.4
2018-01-01,5,1,0,0,0,0.5238095238095238,0.3333333333333333,0.55,0.3
2018-01-01,6,0,0,0,0,0.7142857142857143,1.5238095238095237,0.6,1.4
2018-01-01,6,1,0,0,0,1.2380952380952381,2.761904761904762,1.25,2.75
2018-01-01,7,0,0,0,0,2.0,3.619047619047619,1.85,3.55
2018-01-01,7,1,0,0,0,5.142857142857143,7.095238095238095,4.95,6.45
2018-01-01,8,0,0,0,0,4.285714285714286,16.38095238095238,4.25,16.05
2018-01-01,8,1,1,1,0,6.714285714285714,29.857142857142858,6.75,28.8
2018-01-01,9,0,1,0,0,7.0,30.19047619047619,6.85,29.85
2018-01-01,9,1,0,0,0,5.714285714285714,28.142857142857142,5.55,28.1
2018-01-01,10,0,0,1,0,4.619047619047619,19.142857142857142,4.4,19.1
2018-01-01,10,1,1,0,0,4.333333333333333,11.80952380952381,3.95,11.75
2018-01-01,11,0,0,2,0,3.857142857142857,8.571428571428571,3.85,8.0
2018-01-01,11,1,1,1,0,4.761904761904762,10.0,4.45,9.9
2018-01-01,12,0,0,1,0,5.9523809523809526,9.047619047619047,5.8,9.05
2018-01-01,12,1,1,1,0,7.285714285714286,7.619047619047619,7.2,7.85
2018-01-01,13,0,0,2,0,6.0476190476190474,8.428571428571429,6.05,8.15
2018-01-01,13,1,1,1,0,6.857142857142857,6.809523809523809,6.5,6.35
2018-01-01,14,0,2,2,0,6.428571428571429,7.571428571428571,6.2,7.55
2018-01-01,14,1,0,1,0,6.142857142857143,6.0476190476190474,5.85,5.9
2018-01-01,15,0,2,1,0,7.9523809523809526,5.761904761904762,7.7,5.65
2018-01-01,15,1,0,3,0,5.857142857142857,6.333333333333333,5.7,6.2
2018-01-01,16,0,1,0,0,7.428571428571429,7.0,7.1,6.85
