date,hour,hourQuarter,count_pickup,count_return,day_of_week,historical_average_pickup,historical_average_return,monthly_historical_average_pickup,monthly_historical_average_return
2018-01-01,0,0,0,0,0,0.2857142857142857,0.7142857142857143,0.25,0.75
2018-01-01,0,1,0,0,0,0.09523809523809523,0.42857142857142855,0.05,0.45
2018-01-01,1,0,0,0,0,0.09523809523809523,0.23809523809523808,0.1,0.2
2018-01-01,1,1,0,0,0,0.19047619047619047,0.42857142857142855,0.15,0.45
2018-01-01,2,0,0,0,0,0.047619047619047616,0.14285714285714285,0.05,0.15
2018-01-01,2,1,0,0,0,0.09523809523809523,0.047619047619047616,0.1,0.05
2018-01-01,3,0,0,1,0,0.09523809523809523,0.0,0.1,0.0
2018-01-01,3,1,0,0,0,0.0,0.09523809523809523,0.0,0.1
2018-01-01,4,0,0,0,0,0.047619047619047616,0.047619047619047616,0.05,0.05
2018-01-01,4,1,0,0,0,0.047619047619047616,0.0,0.0,0.0
2018-01-01,5,0,0,0,0,0.0,0.047619047619047616,0.0,0.0
2018-01-01,5,1,2,0,0,1.0,0.047619047619047616,1.0,0.05
2018-01-01,6,0,0,0,0,1.2857142857142858,0.09523809523809523,1.35,0.1
2018-01-01,6,1,0,0,0,2.238095238095238,0.23809523809523808,2.2,0.25
2018-01-01,7,0,0,0,0,1.4285714285714286,1.2380952380952381,1.45,1.2
2018-01-01,7,1,0,0,0,1.5714285714285714,1.5714285714285714,1.4,1.65
2018-01-01,8,0,0,0,0,2.6666666666666665,2.238095238095238,2.6,2.2
2018-01-01,8,1,0,3,0,4.904761904761905,6.0,4.85,6.05
2018-01-01,9,0,1,1,0,3.5238095238095237,4.476190476190476,3.45,4.4
2018-01-01,9,1,0,1,0,3.5238095238095237,5.0,3.4,5.1
2018-01-01,10,0,0,2,0,2.619047619047619,5.428571428571429,2.45,5.35
2018-01-01,10,1,1,1,0,3.238095238095238,3.5714285714285716,3.25,3.55
2018-01-01,11,0,1,0,0,3.1904761904761907,3.380952380952381,3.25,3.5
2018-01-01,11,1,0,0,0,3.6666666666666665,3.857142857142857,3.6,3.65
2018-01-01,12,0,1,0,0,3.0,4.761904761904762,3.05,4.5
2018-01-01,12,1,1,0,0,3.9047619047619047,3.1904761904761907,3.7,3.15
2018-01-01,13,0,1,0,0,4.809523809523809,3.6666666666666665,4.85,3.7
2018-01-01,13,1,2,4,0,4.333333333333333,5.238095238095238,4.4,5.25
2018-01-01,14,0,0,0,0,4.571428571428571,4.476190476190476,4.55,4.35
2018-01-01,14,1,3,4,0,4.809523809523809,3.3333333333333335,4.55,3.2
2018-01-01,15,0,0,0,0,4.0476190476190474,3.761904761904762,3.85,3.7
2018-01-01,15,1,2,2,0,4.571428571428571,3.3333333333333335,4.55,3.05
2018-01-01,16,0,3,0,0,4.095238095238095,3.857142857142857,4.1,3.8
2018-01-01,16,1,1,0,0,4.428571428571429,3.7142857142857144,4.35,3.65
2018-01-01,17,0,0,1,0,6.333333333333333,3.7142857142857144,6.25,3.65
2018-01-01,17,1,2,1,0,6.285714285714286,6.0476190476190474,6.25,6.1
2018-01-01,18,0,0,0,0,6.714285714285714,6.666666666666667,6.7,6.7
2018-01-01,18,1,2,3,0,5.380952380952381,5.714285714285714,5.4,5.55
2018-01-01,19,0,1,0,0,4.142857142857143,4.904761904761905,3.95,4.7
2018-01-01,19,1,0,0,0,2.9523809523809526,3.3333333333333335,2.9,3.15
2018-01-01,20,0,0,0,0,2.4285714285714284,2.4761904761904763,2.35,2.4
2018-01-01,20,1,1,0,0,1.9047619047619047,1.4285714285714286,1.8,1.4
2018-01-01,21,0,0,0,0,1.5714285714285714,2.142857142857143,1.55,2.05
2018-01-01,21,1,0,0,0,1.380952380952381,1.8095238095238095,1.4,1.75
2018-01-01,22,0,0,0,0,1.0952380952380953,1.2380952380952381,1.0,1.2
2018-01-01,22,1,0,0,0,1.2380952380952381,1.1428571428571428,1.25,1.15
2018-01-01,23,0,0,0,0,0.7619047619047619,0.6666666666666666,0.75,0.6
2018-01-01,23,1,0,0,0,0.5238095238095238,0.3333333333333333,0.5,0.25
2018-01-02,0,0,0,0,1,0.2727272727272727,0.6818181818181818,0.23809523809523808,0.7142857142857143
2018-01-02,0,1,0,1,1,0.09090909090909091,0.4090909090909091,0.047619047619047616,0.42857142857142855
2018-01-02,1,0,0,0,1,0.09090909090909091,0.22727272727272727,0.09523809523809523,0.19047619047619047
2018-01-02,1,1,0,0,1,0.18181818181818182,0.4090909090909091,0.14285714285714285,0.42857142857142855
2018-01-02,2,0,0,0,1,0.045454545454545456,0.13636363636363635,0.047619047619047616,0.14285714285714285
2018-01-02,2,1,0,0,1,0.09090909090909091,0.045454545454545456,0.09523809523809523,0.047619047619047616
2018-01-02,3,0,0,0,1,0.09090909090909091,0.045454545454545456,0.09523809523809523,0.047619047619047616
2018-01-02,3,1,0,0,1,0.0,0.09090909090909091,0.0,0.09523809523809523
2018-01-02,4,0,0,0,1,0.045454545454545456,0.045454545454545456,0.047619047619047616,0.047619047619047616
2018-01-02,4,1,0,0,1,0.045454545454545456,0.0,0.0,0.0
2018-01-02,5,0,0,0,1,0.0,0.045454545454545456,0.0,0.0
2018-01-02,5,1,0,0,1,1.0454545454545454,0.045454545454545456,1.0476190476190477,0.047619047619047616
2018-01-02,6,0,1,0,1,1.2272727272727273,0.09090909090909091,1.2857142857142858,0.09523809523809523
2018-01-02,6,1,0,0,1,2.1363636363636362,0.22727272727272727,2.0952380952380953,0.23809523809523808
2018-01-02,7,0,0,1,1,1.3636363636363635,1.1818181818181819,1.380952380952381,1.1428571428571428
2018-01-02,7,1,0,3,1,1.5,1.5,1.3333333333333333,1.5714285714285714
2018-01-02,8,0,2,2,1,2.5454545454545454,2.1363636363636362,2.4761904761904763,2.0952380952380953
2018-01-02,8,1,3,6,1,4.681818181818182,5.863636363636363,4.619047619047619,5.904761904761905
2018-01-02,9,0,2,4,1,3.409090909090909,4.318181818181818,3.3333333333333335,4.238095238095238
2018-01-02,9,1,2,5,1,3.3636363636363638,4.818181818181818,3.238095238095238,4.904761904761905
2018-01-02,10,0,0,2,1,2.5,5.2727272727272725,2.3333333333333335,5.190476190476191
2018-01-02,10,1,0,1,1,3.1363636363636362,3.4545454545454546,3.142857142857143,3.4285714285714284
2018-01-02,11,0,3,2,1,3.090909090909091,3.227272727272727,3.142857142857143,3.3333333333333335
2018-01-02,11,1,3,2,1,3.5,3.6818181818181817,3.4285714285714284,3.4761904761904763
2018-01-02,12,0,2,2,1,2.909090909090909,4.545454545454546,2.9523809523809526,4.285714285714286
2018-01-02,12,1,0,1,1,3.772727272727273,3.0454545454545454,3.5714285714285716,3.0
2018-01-02,13,0,0,0,1,4.636363636363637,3.5,4.666666666666667,3.5238095238095237
2018-01-02,13,1,1,1,1,4.2272727272727275,5.181818181818182,4.285714285714286,5.190476190476191
2018-01-02,14,0,3,2,1,4.363636363636363,4.2727272727272725,4.333333333333333,4.142857142857143
2018-01-02,14,1,0,0,1,4.7272727272727275,3.3636363636363638,4.476190476190476,3.238095238095238
2018-01-02,15,0,5,1,1,3.8636363636363638,3.590909090909091,3.6666666666666665,3.5238095238095237
2018-01-02,15,1,3,3,1,4.454545454545454,3.272727272727273,4.428571428571429,3.0
