date,hour,count_pickup,count_return,day_of_week,historical_average_pickup,historical_average_return,monthly_historical_average_pickup,monthly_historical_average_return
2017-08-01,0,3,0,1,,,,
2017-08-01,1,0,0,1,,,,
2017-08-01,2,0,1,1,,,,
2017-08-01,3,0,0,1,,,,
2017-08-01,4,0,0,1,,,,
2017-08-01,5,1,1,1,,,,
2017-08-01,6,5,16,1,,,,
2017-08-01,7,13,23,1,,,,
2017-08-01,8,17,89,1,,,,
2017-08-01,9,26,105,1,,,,
2017-08-01,10,17,49,1,,,,
2017-08-01,11,20,15,1,,,,
2017-08-01,12,20,24,1,,,,
2017-08-01,13,22,20,1,,,,
2017-08-01,14,15,17,1,,,,
2017-08-01,15,17,18,1,,,,
2017-08-01,16,28,21,1,,,,
2017-08-01,17,79,22,1,,,,
2017-08-01,18,163,39,1,,,,
2017-08-01,19,40,20,1,,,,
2017-08-01,20,10,9,1,,,,
2017-08-01,21,4,6,1,,,,
2017-08-01,22,8,6,1,,,,
2017-08-01,23,1,2,1,,,,
2017-08-02,0,1,0,2,3.0,0.0,,
2017-08-02,1,0,1,2,0.0,0.0,,
2017-08-02,2,1,1,2,0.0,1.0,,
2017-08-02,3,0,0,2,0.0,0.0,,
2017-08-02,4,0,0,2,0.0,0.0,,
2017-08-02,5,0,3,2,1.0,1.0,,
2017-08-02,6,4,8,2,5.0,16.0,,
2017-08-02,7,7,26,2,13.0,23.0,,
2017-08-02,8,20,89,2,17.0,89.0,,
2017-08-02,9,23,98,2,26.0,105.0,,
2017-08-02,10,10,44,2,17.0,49.0,,
2017-08-02,11,18,27,2,20.0,15.0,,
2017-08-02,12,14,10,2,20.0,24.0,,
2017-08-02,13,10,6,2,22.0,20.0,,
2017-08-02,14,12,13,2,15.0,17.0,,
2017-08-02,15,16,19,2,17.0,18.0,,
2017-08-02,16,25,26,2,28.0,21.0,,
2017-08-02,17,28,12,2,79.0,22.0,,
2017-08-02,18,89,22,2,163.0,39.0,,
2017-08-02,19,57,29,2,40.0,20.0,,
2017-08-02,20,24,9,2,10.0,9.0,,
2017-08-02,21,6,4,2,4.0,6.0,,
2017-08-02,22,5,5,2,8.0,6.0,,
2017-08-02,23,5,6,2,1.0,2.0,,
2017-08-03,0,2,2,3,2.0,0.0,,
2017-08-03,1,0,0,3,0.0,0.5,,
2017-08-03,2,0,1,3,0.5,1.0,,
2017-08-03,3,0,0,3,0.0,0.0,,
2017-08-03,4,0,0,3,0.0,0.0,,
2017-08-03,5,2,1,3,0.5,2.0,,
2017-08-03,6,3,9,3,4.5,12.0,,
2017-08-03,7,6,21,3,10.0,24.5,,
2017-08-03,8,19,88,3,18.5,89.0,,
2017-08-03,9,22,110,3,24.5,101.5,,
2017-08-03,10,17,29,3,13.5,46.5,,
2017-08-03,11,19,18,3,19.0,21.0,,
2017-08-03,12,23,17,3,17.0,17.0,,
2017-08-03,13,27,23,3,16.0,13.0,,
2017-08-03,14,19,13,3,13.5,15.0,,
2017-08-03,15,21,17,3,16.5,18.5,,
2017-08-03,16,29,15,3,26.5,23.5,,
2017-08-03,17,83,44,3,53.5,17.0,,
2017-08-03,18,137,44,3,126.0,30.5,,
2017-08-03,19,45,22,3,48.5,24.5,,
2017-08-03,20,12,10,3,17.0,9.0,,
2017-08-03,21,3,3,3,5.0,5.0,,
2017-08-03,22,3,6,3,6.5,5.5,,
2017-08-03,23,8,5,3,3.0,4.0,,
2017-08-04,0,1,2,4,2.0,0.6666666666666666,,
2017-08-04,1,1,0,4,0.0,0.3333333333333333,,
2017-08-04,2,0,0,4,0.3333333333333333,1.0,,
2017-08-04,3,0,0,4,0.0,0.0,,
2017-08-04,4,0,0,4,0.0,0.0,,
2017-08-04,5,0,1,4,1.0,1.6666666666666667,,
2017-08-04,6,3,9,4,4.0,11.0,,
2017-08-04,7,2,2,4,8.666666666666666,23.333333333333332,,
2017-08-04,8,9,39,4,18.666666666666668,88.66666666666667,,
2017-08-04,9,19,51,4,23.666666666666668,104.33333333333333,,
2017-08-04,10,14,32,4,14.666666666666666,40.666666666666664,,
2017-08-04,11,16,19,4,19.0,20.0,,
2017-08-04,12,24,30,4,19.0,17.0,,
2017-08-04,13,27,18,4,19.666666666666668,16.333333333333332,,
2017-08-04,14,31,23,4,15.333333333333334,14.333333333333334,,
2017-08-04,15,40,19,4,18.0,18.0,,
2017-08-04,16,41,25,4,27.333333333333332,20.666666666666668,,
2017-08-04,17,70,24,4,63.333333333333336,26.0,,
2017-08-04,18,19,19,4,129.66666666666666,35.0,,
2017-08-04,19,13,14,4,47.333333333333336,23.666666666666668,,
2017-08-04,20,10,10,4,15.333333333333334,9.333333333333334,,
2017-08-04,21,5,4,4,4.333333333333333,4.333333333333333,,
2017-08-04,22,4,4,4,5.333333333333333,5.666666666666667,,
2017-08-04,23,2,4,4,4.666666666666667,4.333333333333333,,
2017-08-05,0,2,0,5,,,,
2017-08-05,1,2,2,5,,,,
2017-08-05,2,0,3,5,,,,
2017-08-05,3,0,0,5,,,,
2017-08-05,4,0,1,5,,,,
2017-08-05,5,1,0,5,,,,
2017-08-05,6,2,0,5,,,,
2017-08-05,7,1,0,5,,,,
2017-08-05,8,1,8,5,,,,
2017-08-05,9,5,8,5,,,,
2017-08-05,10,18,18,5,,,,
2017-08-05,11,9,24,5,,,,
2017-08-05,12,26,20,5,,,,
2017-08-05,13,31,23,5,,,,
2017-08-05,14,16,12,5,,,,
2017-08-05,15,20,24,5,,,,
2017-08-05,16,13,33,5,,,,
2017-08-05,17,30,20,5,,,,
2017-08-05,18,33,17,5,,,,
2017-08-05,19,13,12,5,,,,
2017-08-05,20,6,6,5,,,,
2017-08-05,21,4,5,5,,,,
2017-08-05,22,4,2,5,,,,
2017-08-05,23,4,4,5,,,,
2017-08-06,0,0,2,6,2.0,0.0,,
2017-08-06,1,1,4,6,2.0,2.0,,
2017-08-06,2,2,1,6,0.0,3.0,,
2017-08-06,3,0,0,6,0.0,0.0,,
2017-08-06,4,0,0,6,0.0,1.0,,
2017-08-06,5,0,0,6,1.0,0.0,,
2017-08-06,6,0,0,6,2.0,0.0,,
2017-08-06,7,1,2,6,1.0,0.0,,
2017-08-06,8,3,5,6,1.0,8.0,,
2017-08-06,9,9,10,6,5.0,8.0,,
2017-08-06,10,5,10,6,18.0,18.0,,
2017-08-06,11,8,19,6,9.0,24.0,,
2017-08-06,12,20,15,6,26.0,20.0,,
2017-08-06,13,19,20,6,31.0,23.0,,
2017-08-06,14,18,18,6,16.0,12.0,,
2017-08-06,15,30,17,6,20.0,24.0,,
2017-08-06,16,22,33,6,13.0,33.0,,
2017-08-06,17,21,5,6,30.0,20.0,,
2017-08-06,18,12,16,6,33.0,17.0,,
2017-08-06,19,11,18,6,13.0,12.0,,
2017-08-06,20,19,12,6,6.0,6.0,,
2017-08-06,21,6,4,6,4.0,5.0,,
2017-08-06,22,6,6,6,4.0,2.0,,
2017-08-06,23,3,1,6,4.0,4.0,,
2017-08-07,0,0,0,0,1.75,1.0,,
2017-08-07,1,1,1,0,0.25,0.25,,
2017-08-07,2,0,1,0,0.25,0.75,,
2017-08-07,3,1,0,0,0.0,0.0,,
2017-08-07,4,0,0,0,0.0,0.0,,
2017-08-07,5,2,4,0,0.75,1.5,,
2017-08-07,6,5,8,0,3.75,10.5,,
2017-08-07,7,10,22,0,7.0,18.0,,
2017-08-07,8,6,60,0,16.25,76.25,,
2017-08-07,9,5,24,0,22.5,91.0,,
2017-08-07,10,3,23,0,14.5,38.5,,
2017-08-07,11,2,7,0,18.25,19.75,,
2017-08-07,12,4,1,0,20.25,20.25,,
2017-08-07,13,7,2,0,21.5,16.75,,
2017-08-07,14,3,3,0,19.25,16.5,,
2017-08-07,15,1,3,0,23.5,18.25,,
2017-08-07,16,4,1,0,30.75,21.75,,
2017-08-07,17,23,6,0,65.0,25.5,,
2017-08-07,18,19,6,0,102.0,31.0,,
2017-08-07,19,12,9,0,38.75,21.25,,
2017-08-07,20,3,3,0,14.0,9.5,,
2017-08-07,21,1,0,0,4.5,4.25,,
2017-08-07,22,2,4,0,5.0,5.25,,
2017-08-07,23,2,3,0,4.0,4.25,,
2017-08-08,0,2,0,1,1.4,0.8,,
2017-08-08,1,1,0,1,0.4,0.4,,
2017-08-08,2,0,1,1,0.2,0.8,,
2017-08-08,3,0,0,1,0.2,0.0,,
2017-08-08,4,0,0,1,0.0,0.0,,
2017-08-08,5,1,3,1,1.0,2.0,,
2017-08-08,6,3,12,1,4.0,10.0,,
2017-08-08,7,6,21,1,7.6,18.8,,
2017-08-08,8,12,64,1,14.2,73.0,,
2017-08-08,9,17,89,1,19.0,77.6,,
2017-08-08,10,18,44,1,12.2,35.4,,
2017-08-08,11,16,16,1,15.0,17.2,,
2017-08-08,12,18,16,1,17.0,16.4,,
2017-08-08,13,19,18,1,18.6,13.8,,
2017-08-08,14,27,19,1,16.0,13.8,,
2017-08-08,15,27,19,1,19.0,15.2,,
2017-08-08,16,25,23,1,25.4,17.6,,
2017-08-08,17,89,30,1,56.6,21.6,,
2017-08-08,18,137,37,1,85.4,26.0,,
2017-08-08,19,40,26,1,33.4,18.8,,
2017-08-08,20,13,13,1,11.8,8.2,,
2017-08-08,21,7,7,1,3.8,3.4,,
2017-08-08,22,2,2,1,4.4,5.0,,
2017-08-08,23,2,2,1,3.6,4.0,,
2017-08-09,0,0,0,2,1.5,0.6666666666666666,,
2017-08-09,1,2,2,2,0.5,0.3333333333333333,,
2017-08-09,2,0,1,2,0.16666666666666666,0.8333333333333334,,
2017-08-09,3,0,0,2,0.16666666666666666,0.0,,
2017-08-09,4,0,0,2,0.0,0.0,,
2017-08-09,5,1,2,2,1.0,2.1666666666666665,,
2017-08-09,6,7,14,2,3.8333333333333335,10.333333333333334,,
2017-08-09,7,9,21,2,7.333333333333333,19.166666666666668,,
2017-08-09,8,14,80,2,13.833333333333334,71.5,,
2017-08-09,9,22,80,2,18.666666666666668,79.5,,
2017-08-09,10,18,40,2,13.166666666666666,36.833333333333336,,
2017-08-09,11,23,23,2,15.166666666666666,17.0,,
2017-08-09,12,24,22,2,17.166666666666668,16.333333333333332,,
2017-08-09,13,26,24,2,18.666666666666668,14.5,,
2017-08-09,14,27,17,2,17.833333333333332,14.666666666666666,,
2017-08-09,15,24,22,2,20.333333333333332,15.833333333333334,,
2017-08-09,16,26,22,2,25.333333333333332,18.5,,
2017-08-09,17,90,31,2,62.0,23.0,,
2017-08-09,18,125,38,2,94.0,27.833333333333332,,
2017-08-09,19,22,22,2,34.5,20.0,,
2017-08-09,20,12,12,2,12.0,9.0,,
2017-08-09,21,6,6,2,4.333333333333333,4.0,,
2017-08-09,22,3,3,2,4.0,4.5,,
2017-08-09,23,2,2,2,3.3333333333333335,3.6666666666666665,,
2017-08-10,0,2,2,3,1.2857142857142858,0.5714285714285714,,
2017-08-10,1,2,2,3,0.7142857142857143,0.5714285714285714,,
2017-08-10,2,0,1,3,0.14285714285714285,0.8571428571428571,,
2017-08-10,3,0,0,3,0.14285714285714285,0.0,,
2017-08-10,4,0,0,3,0.0,0.0,,
2017-08-10,5,3,2,3,1.0,2.142857142857143,,
2017-08-10,6,4,8,3,4.285714285714286,10.857142857142858,,
2017-08-10,7,9,23,3,7.571428571428571,19.428571428571427,,
2017-08-10,8,18,65,3,13.857142857142858,72.71428571428571,,
2017-08-10,9,23,85,3,19.142857142857142,79.57142857142857,,
2017-08-10,10,20,37,3,13.857142857142858,37.285714285714285,,
2017-08-10,11,21,23,3,16.285714285714285,17.857142857142858,,
2017-08-10,12,20,22,3,18.142857142857142,17.142857142857142,,
2017-08-10,13,22,22,3,19.714285714285715,15.857142857142858,,
2017-08-10,14,18,13,3,19.142857142857142,15.0,,
2017-08-10,15,24,10,3,20.857142857142858,16.714285714285715,,
2017-08-10,16,24,20,3,25.428571428571427,19.0,,
2017-08-10,17,75,27,3,66.0,24.142857142857142,,
2017-08-10,18,104,31,3,98.42857142857143,29.285714285714285,,
2017-08-10,19,22,22,3,32.714285714285715,20.285714285714285,,
2017-08-10,20,5,5,3,12.0,9.428571428571429,,
2017-08-10,21,9,9,3,4.571428571428571,4.285714285714286,,
2017-08-10,22,7,7,3,3.857142857142857,4.285714285714286,,
2017-08-10,23,4,4,3,3.142857142857143,3.4285714285714284,,
2017-08-11,0,0,0,4,1.375,0.75,,
2017-08-11,1,0,1,4,0.875,0.75,,
2017-08-11,2,0,1,4,0.125,0.875,,
2017-08-11,3,1,0,4,0.125,0.0,,
2017-08-11,4,0,0,4,0.0,0.0,,
2017-08-11,5,1,0,4,1.25,2.125,,
2017-08-11,6,1,6,4,4.25,10.5,,
2017-08-11,7,6,16,4,7.75,19.875,,
2017-08-11,8,13,52,4,14.375,71.75,,
2017-08-11,9,18,71,4,19.625,80.25,,
2017-08-11,10,21,32,4,14.625,37.25,,
