date,hour,count_pickup,count_return,day_of_week,historical_average_pickup,historical_average_return,monthly_historical_average_pickup,monthly_historical_average_return
2018-01-01,0,0,0,0,,,,
2018-01-01,1,1,1,0,,,,
2018-01-01,2,0,0,0,,,,
2018-01-01,3,0,0,0,,,,
2018-01-01,4,0,0,0,,,,
2018-01-01,5,0,0,0,,,,
2018-01-01,6,0,0,0,,,,
2018-01-01,7,0,0,0,,,,
2018-01-01,8,0,1,0,,,,
2018-01-01,9,2,1,0,,,,
2018-01-01,10,0,4,0,,,,
2018-01-01,11,1,4,0,,,,
2018-01-01,12,1,2,0,,,,
2018-01-01,13,3,3,0,,,,
2018-01-01,14,3,1,0,,,,
2018-01-01,15,1,2,0,,,,
2018-01-01,16,2,2,0,,,,
2018-01-01,17,3,0,0,,,,
2018-01-01,18,1,3,0,,,,
2018-01-01,19,1,0,0,,,,
2018-01-01,20,2,0,0,,,,
2018-01-01,21,0,0,0,,,,
2018-01-01,22,0,1,0,,,,
2018-01-01,23,0,0,0,,,,
2018-01-02,0,0,0,1,0.0,0.0,,
2018-01-02,1,0,0,1,1.0,1.0,,
2018-01-02,2,0,0,1,0.0,0.0,,
2018-01-02,3,0,0,1,0.0,0.0,,
2018-01-02,4,0,0,1,0.0,0.0,,
2018-01-02,5,0,1,1,0.0,0.0,,
2018-01-02,6,3,3,1,0.0,0.0,,
2018-01-02,7,5,9,1,0.0,0.0,,
2018-01-02,8,2,3,1,0.0,1.0,,
2018-01-02,9,6,5,1,2.0,1.0,,
2018-01-02,10,7,6,1,0.0,4.0,,
2018-01-02,11,3,5,1,1.0,4.0,,
2018-01-02,12,2,1,1,1.0,2.0,,
2018-01-02,13,10,5,1,3.0,3.0,,
2018-01-02,14,5,2,1,3.0,1.0,,
2018-01-02,15,3,3,1,1.0,2.0,,
2018-01-02,16,8,8,1,2.0,2.0,,
2018-01-02,17,7,5,1,3.0,0.0,,
2018-01-02,18,10,6,1,1.0,3.0,,
2018-01-02,19,7,2,1,1.0,0.0,,
2018-01-02,20,3,3,1,2.0,0.0,,
2018-01-02,21,2,4,1,0.0,0.0,,
2018-01-02,22,4,0,1,0.0,1.0,,
2018-01-02,23,0,1,1,0.0,0.0,,
2018-01-03,0,1,0,2,0.0,0.0,,
2018-01-03,1,0,0,2,0.5,0.5,,
2018-01-03,2,0,0,2,0.0,0.0,,
2018-01-03,3,0,0,2,0.0,0.0,,
2018-01-03,4,0,0,2,0.0,0.0,,
2018-01-03,5,0,2,2,0.0,0.5,,
2018-01-03,6,3,3,2,1.5,1.5,,
2018-01-03,7,4,9,2,2.5,4.5,,
2018-01-03,8,7,11,2,1.0,2.0,,
2018-01-03,9,8,11,2,4.0,3.0,,
2018-01-03,10,6,3,2,3.5,5.0,,
2018-01-03,11,4,6,2,2.0,4.5,,
2018-01-03,12,7,5,2,1.5,1.5,,
2018-01-03,13,5,3,2,6.5,4.0,,
2018-01-03,14,3,6,2,4.0,1.5,,
2018-01-03,15,4,4,2,2.0,2.5,,
2018-01-03,16,5,12,2,5.0,5.0,,
2018-01-03,17,11,4,2,5.0,2.5,,
2018-01-03,18,18,11,2,5.5,4.5,,
2018-01-03,19,10,8,2,4.0,1.0,,
2018-01-03,20,4,6,2,2.5,1.5,,
2018-01-03,21,3,0,2,1.0,2.0,,
2018-01-03,22,0,1,2,2.0,0.5,,
2018-01-03,23,1,1,2,0.0,0.5,,
2018-01-04,0,1,1,3,0.3333333333333333,0.0,,
2018-01-04,1,0,0,3,0.3333333333333333,0.3333333333333333,,
2018-01-04,2,0,0,3,0.0,0.0,,
2018-01-04,3,0,0,3,0.0,0.0,,
2018-01-04,4,0,0,3,0.0,0.0,,
2018-01-04,5,0,1,3,0.0,1.0,,
2018-01-04,6,1,1,3,2.0,2.0,,
2018-01-04,7,0,1,3,3.0,6.0,,
2018-01-04,8,1,3,3,3.0,5.0,,
2018-01-04,9,0,0,3,5.333333333333333,5.666666666666667,,
2018-01-04,10,0,0,3,4.333333333333333,4.333333333333333,,
2018-01-04,11,0,0,3,2.6666666666666665,5.0,,
2018-01-04,12,0,0,3,3.3333333333333335,2.6666666666666665,,
2018-01-04,13,0,0,3,6.0,3.6666666666666665,,
2018-01-04,14,0,0,3,3.6666666666666665,3.0,,
2018-01-04,15,1,0,3,2.6666666666666665,3.0,,
2018-01-04,16,0,0,3,5.0,7.333333333333333,,
2018-01-04,17,0,1,3,7.0,3.0,,
2018-01-04,18,1,0,3,9.666666666666666,6.666666666666667,,
2018-01-04,19,2,0,3,6.0,3.3333333333333335,,
2018-01-04,20,0,1,3,3.0,3.0,,
2018-01-04,21,0,0,3,1.6666666666666667,1.3333333333333333,,
2018-01-04,22,0,0,3,1.3333333333333333,0.6666666666666666,,
2018-01-04,23,0,0,3,0.3333333333333333,0.6666666666666666,,
2018-01-05,0,0,0,4,0.5,0.25,,
2018-01-05,1,0,0,4,0.25,0.25,,
2018-01-05,2,0,0,4,0.0,0.0,,
2018-01-05,3,0,0,4,0.0,0.0,,
2018-01-05,4,0,0,4,0.0,0.0,,
2018-01-05,5,0,0,4,0.0,1.0,,
2018-01-05,6,0,1,4,1.75,1.75,,
2018-01-05,7,2,1,4,2.25,4.75,,
2018-01-05,8,0,2,4,2.5,4.5,,
2018-01-05,9,1,1,4,4.0,4.25,,
2018-01-05,10,0,0,4,3.25,3.25,,
2018-01-05,11,1,3,4,2.0,3.75,,
2018-01-05,12,0,1,4,2.5,2.0,,
2018-01-05,13,0,0,4,4.5,2.75,,
2018-01-05,14,0,0,4,2.75,2.25,,
2018-01-05,15,1,1,4,2.25,2.25,,
2018-01-05,16,3,4,4,3.75,5.5,,
2018-01-05,17,2,1,4,5.25,2.5,,
2018-01-05,18,3,1,4,7.5,5.0,,
2018-01-05,19,2,0,4,5.0,2.5,,
2018-01-05,20,0,0,4,2.25,2.5,,
2018-01-05,21,0,1,4,1.25,1.0,,
2018-01-05,22,0,0,4,1.0,0.5,,
2018-01-05,23,0,0,4,0.25,0.5,,
2018-01-06,0,0,0,5,,,,
2018-01-06,1,0,0,5,,,,
2018-01-06,2,0,0,5,,,,
2018-01-06,3,0,0,5,,,,
2018-01-06,4,0,0,5,,,,
2018-01-06,5,0,0,5,,,,
2018-01-06,6,0,0,5,,,,
2018-01-06,7,0,0,5,,,,
2018-01-06,8,1,1,5,,,,
2018-01-06,9,1,0,5,,,,
2018-01-06,10,0,5,5,,,,
2018-01-06,11,1,4,5,,,,
2018-01-06,12,4,2,5,,,,
2018-01-06,13,2,3,5,,,,
2018-01-06,14,4,1,5,,,,
2018-01-06,15,3,1,5,,,,
2018-01-06,16,0,3,5,,,,
2018-01-06,17,0,2,5,,,,
2018-01-06,18,1,1,5,,,,
2018-01-06,19,0,0,5,,,,
