date,hour,count_pickup,count_return,day_of_week,historical_average_pickup,historical_average_return,monthly_historical_average_pickup,monthly_historical_average_return
2018-01-01,0,0,0,0,,,,
2018-01-01,1,0,4,0,,,,
2018-01-01,2,1,0,0,,,,
2018-01-01,3,0,0,0,,,,
2018-01-01,4,0,0,0,,,,
2018-01-01,5,0,0,0,,,,
2018-01-01,6,0,0,0,,,,
2018-01-01,7,0,1,0,,,,
2018-01-01,8,0,1,0,,,,
2018-01-01,9,0,0,0,,,,
2018-01-01,10,2,0,0,,,,
2018-01-01,11,1,0,0,,,,
2018-01-01,12,0,1,0,,,,
2018-01-01,13,0,0,0,,,,
2018-01-01,14,2,1,0,,,,
2018-01-01,15,1,0,0,,,,
2018-01-01,16,1,0,0,,,,
2018-01-01,17,1,3,0,,,,
2018-01-01,18,1,0,0,,,,
2018-01-01,19,1,3,0,,,,
2018-01-01,20,0,0,0,,,,
2018-01-01,21,0,0,0,,,,
2018-01-01,22,0,2,0,,,,
2018-01-01,23,0,0,0,,,,
2018-01-02,0,0,0,1,0.0,0.0,,
2018-01-02,1,0,0,1,0.0,4.0,,
2018-01-02,2,0,0,1,1.0,0.0,,
2018-01-02,3,0,0,1,0.0,0.0,,
2018-01-02,4,0,0,1,0.0,0.0,,
2018-01-02,5,0,0,1,0.0,0.0,,
2018-01-02,6,0,0,1,0.0,0.0,,
2018-01-02,7,11,1,1,0.0,1.0,,
2018-01-02,8,1,1,1,0.0,1.0,,
2018-01-02,9,3,2,1,0.0,0.0,,
2018-01-02,10,1,2,1,2.0,0.0,,
2018-01-02,11,1,0,1,1.0,0.0,,
2018-01-02,12,0,0,1,0.0,1.0,,
2018-01-02,13,0,0,1,0.0,0.0,,
2018-01-02,14,0,0,1,2.0,1.0,,
2018-01-02,15,0,1,1,1.0,0.0,,
2018-01-02,16,3,2,1,1.0,0.0,,
2018-01-02,17,2,8,1,1.0,3.0,,
2018-01-02,18,2,7,1,1.0,0.0,,
2018-01-02,19,2,7,1,1.0,3.0,,
2018-01-02,20,9,7,1,0.0,0.0,,
2018-01-02,21,1,4,1,0.0,0.0,,
2018-01-02,22,1,3,1,0.0,2.0,,
2018-01-02,23,0,0,1,0.0,0.0,,
2018-01-03,0,0,1,2,0.0,0.0,,
2018-01-03,1,0,1,2,0.0,2.0,,
2018-01-03,2,0,0,2,0.5,0.0,,
2018-01-03,3,0,0,2,0.0,0.0,,
2018-01-03,4,0,0,2,0.0,0.0,,
2018-01-03,5,0,0,2,0.0,0.0,,
2018-01-03,6,2,1,2,0.0,0.0,,
2018-01-03,7,9,0,2,5.5,1.0,,
2018-01-03,8,11,0,2,0.5,1.0,,
2018-01-03,9,2,2,2,1.5,1.0,,
2018-01-03,10,1,1,2,1.5,1.0,,
2018-01-03,11,1,1,2,1.0,0.0,,
2018-01-03,12,0,1,2,0.0,0.5,,
2018-01-03,13,1,4,2,0.0,0.0,,
2018-01-03,14,4,2,2,1.0,0.5,,
2018-01-03,15,2,1,2,0.5,0.5,,
2018-01-03,16,1,1,2,2.0,1.0,,
2018-01-03,17,1,5,2,1.5,5.5,,
2018-01-03,18,8,10,2,1.5,3.5,,
2018-01-03,19,6,8,2,1.5,5.0,,
2018-01-03,20,2,6,2,4.5,3.5,,
2018-01-03,21,3,5,2,0.5,2.0,,
2018-01-03,22,1,2,2,0.5,2.5,,
2018-01-03,23,1,0,2,0.0,0.0,,
2018-01-04,0,0,2,3,0.0,0.3333333333333333,,
2018-01-04,1,0,0,3,0.0,1.6666666666666667,,
2018-01-04,2,1,0,3,0.3333333333333333,0.0,,
2018-01-04,3,0,0,3,0.0,0.0,,
2018-01-04,4,0,0,3,0.0,0.0,,
2018-01-04,5,0,0,3,0.0,0.0,,
2018-01-04,6,0,0,3,0.6666666666666666,0.3333333333333333,,
2018-01-04,7,0,0,3,6.666666666666667,0.6666666666666666,,
2018-01-04,8,2,0,3,4.0,0.6666666666666666,,
2018-01-04,9,0,0,3,1.6666666666666667,1.3333333333333333,,
2018-01-04,10,0,0,3,1.3333333333333333,1.0,,
2018-01-04,11,1,0,3,1.0,0.3333333333333333,,
2018-01-04,12,0,0,3,0.0,0.6666666666666666,,
2018-01-04,13,0,0,3,0.3333333333333333,1.3333333333333333,,
2018-01-04,14,0,0,3,2.0,1.0,,
2018-01-04,15,0,0,3,1.0,0.6666666666666666,,
2018-01-04,16,0,0,3,1.6666666666666667,1.0,,
2018-01-04,17,0,0,3,1.3333333333333333,5.333333333333333,,
2018-01-04,18,2,0,3,3.6666666666666665,5.666666666666667,,
2018-01-04,19,0,0,3,3.0,6.0,,
2018-01-04,20,0,2,3,3.6666666666666665,4.333333333333333,,
2018-01-04,21,0,0,3,1.3333333333333333,3.0,,
2018-01-04,22,0,0,3,0.6666666666666666,2.3333333333333335,,
2018-01-04,23,0,0,3,0.3333333333333333,0.0,,
2018-01-05,0,0,0,4,0.0,0.75,,
2018-01-05,1,0,0,4,0.0,1.25,,
2018-01-05,2,0,0,4,0.5,0.0,,
2018-01-05,3,0,0,4,0.0,0.0,,
2018-01-05,4,0,0,4,0.0,0.0,,
2018-01-05,5,0,0,4,0.0,0.0,,
2018-01-05,6,1,0,4,0.5,0.25,,
2018-01-05,7,1,0,4,5.0,0.5,,
2018-01-05,8,3,0,4,3.5,0.5,,
2018-01-05,9,4,2,4,1.25,1.0,,
2018-01-05,10,2,0,4,1.0,0.75,,
2018-01-05,11,1,0,4,1.0,0.25,,
2018-01-05,12,1,1,4,0.0,0.5,,
2018-01-05,13,1,1,4,0.25,1.0,,
2018-01-05,14,0,0,4,1.5,0.75,,
2018-01-05,15,1,1,4,0.75,0.5,,
2018-01-05,16,0,0,4,1.25,0.75,,
2018-01-05,17,1,1,4,1.0,4.0,,
2018-01-05,18,1,5,4,3.25,4.25,,
2018-01-05,19,1,4,4,2.25,4.5,,
2018-01-05,20,0,0,4,2.75,3.75,,
2018-01-05,21,0,3,4,1.0,2.25,,
2018-01-05,22,0,2,4,0.5,1.75,,
2018-01-05,23,0,0,4,0.25,0.0,,
2018-01-06,0,0,0,5,,,,
2018-01-06,1,1,0,5,,,,
2018-01-06,2,1,1,5,,,,
2018-01-06,3,0,0,5,,,,
2018-01-06,4,0,0,5,,,,
2018-01-06,5,0,0,5,,,,
2018-01-06,6,0,0,5,,,,
2018-01-06,7,0,0,5,,,,
2018-01-06,8,1,0,5,,,,
2018-01-06,9,2,1,5,,,,
2018-01-06,10,3,2,5,,,,
2018-01-06,11,0,0,5,,,,
2018-01-06,12,1,1,5,,,,
2018-01-06,13,2,0,5,,,,
2018-01-06,14,4,2,5,,,,
2018-01-06,15,1,1,5,,,,
2018-01-06,16,1,0,5,,,,
2018-01-06,17,4,2,5,,,,
2018-01-06,18,0,1,5,,,,
2018-01-06,19,0,0,5,,,,
2018-01-06,20,1,0,5,,,,
2018-01-06,21,0,1,5,,,,
2018-01-06,22,1,2,5,,,,
2018-01-06,23,0,2,5,,,,
2018-01-07,0,0,0,6,0.0,0.0,,
2018-01-07,1,0,2,6,1.0,0.0,,
2018-01-07,2,0,0,6,1.0,1.0,,
2018-01-07,3,0,1,6,0.0,0.0,,
2018-01-07,4,0,0,6,0.0,0.0,,
2018-01-07,5,0,0,6,0.0,0.0,,
2018-01-07,6,0,0,6,0.0,0.0,,
2018-01-07,7,0,0,6,0.0,0.0,,
2018-01-07,8,0,0,6,1.0,0.0,,
2018-01-07,9,2,0,6,2.0,1.0,,
2018-01-07,10,1,1,6,3.0,2.0,,
2018-01-07,11,0,0,6,0.0,0.0,,
2018-01-07,12,2,0,6,1.0,1.0,,
2018-01-07,13,3,3,6,2.0,0.0,,
2018-01-07,14,3,0,6,4.0,2.0,,
2018-01-07,15,0,2,6,1.0,1.0,,
2018-01-07,16,1,3,6,1.0,0.0,,
2018-01-07,17,1,4,6,4.0,2.0,,
2018-01-07,18,1,1,6,0.0,1.0,,
2018-01-07,19,0,1,6,0.0,0.0,,
2018-01-07,20,0,2,6,1.0,0.0,,
2018-01-07,21,1,0,6,0.0,1.0,,
2018-01-07,22,2,1,6,1.0,2.0,,
2018-01-07,23,0,0,6,0.0,2.0,,
2018-01-08,0,0,0,0,0.0,0.6,,
2018-01-08,1,0,0,0,0.0,1.0,,
2018-01-08,2,0,0,0,0.4,0.0,,
2018-01-08,3,0,0,0,0.0,0.0,,
2018-01-08,4,0,0,0,0.0,0.0,,
2018-01-08,5,0,0,0,0.0,0.0,,
2018-01-08,6,1,1,0,0.6,0.2,,
2018-01-08,7,3,2,0,4.2,0.4,,
2018-01-08,8,9,3,0,3.4,0.4,,
2018-01-08,9,1,0,0,1.8,1.2,,
2018-01-08,10,0,3,0,1.2,0.6,,
2018-01-08,11,0,1,0,1.0,0.2,,
2018-01-08,12,3,0,0,0.2,0.6,,
2018-01-08,13,1,1,0,0.4,1.0,,
2018-01-08,14,2,5,0,1.2,0.6,,
2018-01-08,15,3,1,0,0.8,0.6,,
2018-01-08,16,2,2,0,1.0,0.6,,
2018-01-08,17,2,3,0,1.0,3.4,,
2018-01-08,18,2,4,0,2.8,4.4,,
2018-01-08,19,2,8,0,2.0,4.4,,
2018-01-08,20,1,5,0,2.2,3.0,,
2018-01-08,21,1,3,0,0.8,2.4,,
2018-01-08,22,1,0,0,0.4,1.8,,
2018-01-08,23,1,2,0,0.2,0.0,,
2018-01-09,0,0,0,1,0.0,0.5,,
2018-01-09,1,0,0,1,0.0,0.8333333333333334,,
2018-01-09,2,0,0,1,0.3333333333333333,0.0,,
2018-01-09,3,0,1,1,0.0,0.0,,
2018-01-09,4,0,0,1,0.0,0.0,,
2018-01-09,5,2,0,1,0.0,0.0,,
2018-01-09,6,2,1,1,0.6666666666666666,0.3333333333333333,,
2018-01-09,7,6,1,1,4.0,0.6666666666666666,,
2018-01-09,8,10,2,1,4.333333333333333,0.8333333333333334,,
2018-01-09,9,2,0,1,1.6666666666666667,1.0,,
2018-01-09,10,2,4,1,1.0,1.0,,
2018-01-09,11,1,0,1,0.8333333333333334,0.3333333333333333,,
2018-01-09,12,1,1,1,0.6666666666666666,0.5,,
2018-01-09,13,2,2,1,0.5,1.0,,
2018-01-09,14,1,2,1,1.3333333333333333,1.3333333333333333,,
2018-01-09,15,3,2,1,1.1666666666666667,0.6666666666666666,,
2018-01-09,16,3,7,1,1.1666666666666667,0.8333333333333334,,
2018-01-09,17,6,6,1,1.1666666666666667,3.3333333333333335,,
2018-01-09,18,4,12,1,2.6666666666666665,4.333333333333333,,
2018-01-09,19,2,6,1,2.0,5.0,,
2018-01-09,20,2,4,1,2.0,3.3333333333333335,,
2018-01-09,21,1,2,1,0.8333333333333334,2.5,,
2018-01-09,22,1,4,1,0.5,1.5,,
2018-01-09,23,0,2,1,0.3333333333333333,0.3333333333333333,,
2018-01-10,0,0,3,2,0.0,0.42857142857142855,,
2018-01-10,1,1,0,2,0.0,0.7142857142857143,,
2018-01-10,2,0,0,2,0.2857142857142857,0.0,,
2018-01-10,3,1,0,2,0.0,0.14285714285714285,,
2018-01-10,4,0,0,2,0.0,0.0,,
2018-01-10,5,0,1,2,0.2857142857142857,0.0,,
2018-01-10,6,2,2,2,0.8571428571428571,0.42857142857142855,,
2018-01-10,7,8,4,2,4.285714285714286,0.7142857142857143,,
2018-01-10,8,16,1,2,5.142857142857143,1.0,,
2018-01-10,9,7,5,2,1.7142857142857142,0.8571428571428571,,
2018-01-10,10,5,6,2,1.1428571428571428,1.4285714285714286,,
2018-01-10,11,0,3,2,0.8571428571428571,0.2857142857142857,,
2018-01-10,12,1,1,2,0.7142857142857143,0.5714285714285714,,
2018-01-10,13,5,2,2,0.7142857142857143,1.1428571428571428,,
2018-01-10,14,8,5,2,1.2857142857142858,1.4285714285714286,,
2018-01-10,15,4,6,2,1.4285714285714286,0.8571428571428571,,
2018-01-10,16,2,2,2,1.4285714285714286,1.7142857142857142,,
2018-01-10,17,4,7,2,1.8571428571428572,3.7142857142857144,,
2018-01-10,18,7,12,2,2.857142857142857,5.428571428571429,,
2018-01-10,19,2,6,2,2.0,5.142857142857143,,
2018-01-10,20,1,8,2,2.0,3.4285714285714284,,
2018-01-10,21,4,4,2,0.8571428571428571,2.4285714285714284,,
2018-01-10,22,2,7,2,0.5714285714285714,1.8571428571428572,,
2018-01-10,23,2,2,2,0.2857142857142857,0.5714285714285714,,
2018-01-11,0,0,1,3,0.0,0.75,,
2018-01-11,1,1,0,3,0.125,0.625,,
2018-01-11,2,0,0,3,0.25,0.0,,
2018-01-11,3,0,1,3,0.125,0.125,,
2018-01-11,4,0,0,3,0.0,0.0,,
2018-01-11,5,1,0,3,0.25,0.125,,
2018-01-11,6,0,0,3,1.0,0.625,,
2018-01-11,7,6,1,3,4.75,1.125,,
2018-01-11,8,15,4,3,6.5,1.0,,
2018-01-11,9,3,3,3,2.375,1.375,,
2018-01-11,10,3,2,3,1.625,2.0,,
2018-01-11,11,2,2,3,0.75,0.625,,
2018-01-11,12,1,3,3,0.75,0.625,,
2018-01-11,13,0,3,3,1.25,1.25,,
2018-01-11,14,3,2,3,2.125,1.875,,
2018-01-11,15,3,1,3,1.75,1.5,,
2018-01-11,16,6,5,3,1.5,1.75,,
2018-01-11,17,0,6,3,2.125,4.125,,
2018-01-11,18,6,20,3,3.375,6.25,,
2018-01-11,19,4,10,3,2.0,5.25,,
2018-01-11,20,0,7,3,1.875,4.0,,
2018-01-11,21,3,3,3,1.25,2.625,,
2018-01-11,22,0,4,3,0.75,2.5,,
2018-01-11,23,1,2,3,0.5,0.75,,
2018-01-12,0,0,0,4,0.0,0.7777777777777778,,
2018-01-12,1,0,1,4,0.2222222222222222,0.5555555555555556,,
2018-01-12,2,1,0,4,0.2222222222222222,0.0,,
2018-01-12,3,0,0,4,0.1111111111111111,0.2222222222222222,,
2018-01-12,4,0,0,4,0.0,0.0,,
