date,hour,hourQuarter,count_pickup,count_return,day_of_week,historical_average_pickup,historical_average_return,monthly_historical_average_pickup,monthly_historical_average_return
2018-01-01,0,0,0,0,0,0.38095238095238093,0.23809523809523808,0.4,0.25
2018-01-01,0,1,0,0,0,0.23809523809523808,0.42857142857142855,0.25,0.35
2018-01-01,0,2,0,0,0,0.2857142857142857,0.047619047619047616,0.25,0.05
2018-01-01,0,3,0,0,0,0.23809523809523808,0.23809523809523808,0.25,0.25
2018-01-01,1,0,0,0,0,0.09523809523809523,0.14285714285714285,0.1,0.15
2018-01-01,1,1,0,0,0,0.0,0.047619047619047616,0.0,0.05
2018-01-01,1,2,0,0,0,0.09523809523809523,0.09523809523809523,0.1,0.1
2018-01-01,1,3,0,0,0,0.047619047619047616,0.047619047619047616,0.0,0.05
2018-01-01,2,0,0,0,0,0.09523809523809523,0.0,0.1,0.0
2018-01-01,2,1,2,0,0,0.047619047619047616,0.047619047619047616,0.05,0.0
2018-01-01,2,2,0,0,0,0.19047619047619047,0.0,0.2,0.0
2018-01-01,2,3,0,0,0,0.047619047619047616,0.09523809523809523,0.05,0.1
2018-01-01,3,0,1,0,0,0.047619047619047616,0.09523809523809523,0.0,0.05
2018-01-01,3,1,0,0,0,0.0,0.0,0.0,0.0
2018-01-01,3,2,0,0,0,0.0,0.0,0.0,0.0
2018-01-01,3,3,0,1,0,0.047619047619047616,0.047619047619047616,0.05,0.05
2018-01-01,4,0,0,0,0,0.0,0.0,0.0,0.0
2018-01-01,4,1,0,0,0,0.047619047619047616,0.09523809523809523,0.05,0.1
2018-01-01,4,2,0,0,0,0.0,0.19047619047619047,0.0,0.15
2018-01-01,4,3,0,0,0,0.0,0.047619047619047616,0.0,0.05
2018-01-01,5,0,0,0,0,0.047619047619047616,0.0,0.05,0.0
2018-01-01,5,1,0,0,0,0.047619047619047616,0.0,0.05,0.0
2018-01-01,5,2,0,0,0,0.047619047619047616,0.19047619047619047,0.05,0.2
2018-01-01,5,3,0,0,0,0.19047619047619047,0.2857142857142857,0.2,0.3
2018-01-01,6,0,0,1,0,0.7142857142857143,0.9047619047619048,0.7,0.9
2018-01-01,6,1,0,0,0,0.8095238095238095,0.3333333333333333,0.75,0.35
2018-01-01,6,2,0,0,0,0.5714285714285714,0.7142857142857143,0.55,0.75
2018-01-01,6,3,0,0,0,0.5238095238095238,1.7142857142857142,0.55,1.7
2018-01-01,7,0,0,0,0,1.3333333333333333,0.5714285714285714,1.35,0.55
2018-01-01,7,1,0,0,0,0.9523809523809523,0.3333333333333333,0.9,0.35
2018-01-01,7,2,0,0,0,0.9523809523809523,0.9523809523809523,0.85,0.95
2018-01-01,7,3,0,0,0,1.1904761904761905,1.9523809523809523,1.2,1.8
2018-01-01,8,0,0,0,0,1.380952380952381,2.0952380952380953,1.35,2.0
2018-01-01,8,1,0,0,0,1.8095238095238095,2.0952380952380953,1.5,2.0
2018-01-01,8,2,0,0,0,3.619047619047619,1.7142857142857142,3.35,1.6
2018-01-01,8,3,0,2,0,2.4761904761904763,5.0476190476190474,2.5,4.9
2018-01-01,9,0,1,0,0,2.1904761904761907,5.523809523809524,2.1,5.5
2018-01-01,9,1,0,1,0,2.238095238095238,3.9047619047619047,2.15,3.75
2018-01-01,9,2,0,0,0,1.5714285714285714,3.380952380952381,1.45,3.2
2018-01-01,9,3,0,0,0,1.0476190476190477,3.0952380952380953,1.1,2.9
2018-01-01,10,0,1,0,0,1.619047619047619,3.5714285714285716,1.7,3.5
2018-01-01,10,1,1,0,0,1.4761904761904763,2.4285714285714284,1.5,2.55
2018-01-01,10,2,0,0,0,1.5714285714285714,2.0952380952380953,1.55,1.95
2018-01-01,10,3,0,0,0,1.2380952380952381,2.0,1.2,2.1
2018-01-01,11,0,0,1,0,1.2857142857142858,1.9047619047619047,1.15,1.9
2018-01-01,11,1,0,0,0,1.6666666666666667,2.2857142857142856,1.65,2.35
2018-01-01,11,2,0,1,0,1.4285714285714286,1.3333333333333333,1.4,1.35
2018-01-01,11,3,1,0,0,1.7619047619047619,2.4285714285714284,1.8,2.25
2018-01-01,12,0,0,0,0,2.0952380952380953,1.8095238095238095,2.2,1.85
2018-01-01,12,1,1,1,0,2.4285714285714284,2.0476190476190474,2.35,2.1
2018-01-01,12,2,0,0,0,1.9523809523809523,2.380952380952381,2.0,2.35
2018-01-01,12,3,0,0,0,1.380952380952381,2.380952380952381,1.3,2.35
2018-01-01,13,0,0,0,0,2.3333333333333335,1.6666666666666667,2.35,1.6
2018-01-01,13,1,0,0,0,2.5714285714285716,1.7619047619047619,2.6,1.8
2018-01-01,13,2,0,0,0,2.7142857142857144,1.9047619047619047,2.7,1.9
2018-01-01,13,3,1,1,0,1.7619047619047619,1.9523809523809523,1.7,2.0
2018-01-01,14,0,0,0,0,2.1904761904761907,1.6666666666666667,2.2,1.7
2018-01-01,14,1,0,0,0,1.7142857142857142,1.5714285714285714,1.65,1.45
2018-01-01,14,2,0,0,0,2.5714285714285716,1.619047619047619,2.55,1.5
2018-01-01,14,3,1,0,0,2.5238095238095237,1.7619047619047619,2.5,1.65
2018-01-01,15,0,1,0,0,1.9047619047619047,2.619047619047619,1.9,2.65
2018-01-01,15,1,1,1,0,2.142857142857143,2.0,2.1,1.95
2018-01-01,15,2,0,0,0,1.9523809523809523,0.9047619047619048,2.0,0.9
2018-01-01,15,3,0,1,0,1.9047619047619047,1.6666666666666667,1.95,1.65
2018-01-01,16,0,1,1,0,1.9523809523809523,2.238095238095238,1.85,2.25
2018-01-01,16,1,0,1,0,2.2857142857142856,1.7619047619047619,2.2,1.65
2018-01-01,16,2,2,0,0,2.142857142857143,2.238095238095238,2.05,2.0
