date,hour,hourQuarter,count_pickup,count_return,day_of_week,historical_average_pickup,historical_average_return,monthly_historical_average_pickup,monthly_historical_average_return
2018-01-01,0,0,0,0,0,0.09523809523809523,0.0,0.1,0.0
2018-01-01,0,1,0,0,0,0.09523809523809523,0.0,0.1,0.0
2018-01-01,0,2,0,0,0,0.047619047619047616,0.09523809523809523,0.0,0.05
2018-01-01,0,3,0,0,0,0.0,0.047619047619047616,0.0,0.05
2018-01-01,1,0,0,0,0,0.09523809523809523,0.047619047619047616,0.1,0.05
2018-01-01,1,1,0,0,0,0.0,0.0,0.0,0.0
2018-01-01,1,2,0,0,0,0.0,0.0,0.0,0.0
2018-01-01,1,3,0,0,0,0.0,0.0,0.0,0.0
2018-01-01,2,0,0,0,0,0.0,0.0,0.0,0.0
2018-01-01,2,1,0,0,0,0.0,0.0,0.0,0.0
2018-01-01,2,2,0,0,0,0.14285714285714285,0.0,0.15,0.0
2018-01-01,2,3,0,0,0,0.0,0.09523809523809523,0.0,0.1
2018-01-01,3,0,0,0,0,0.0,0.0,0.0,0.0
2018-01-01,3,1,0,0,0,0.0,0.0,0.0,0.0
2018-01-01,3,2,0,0,0,0.047619047619047616,0.0,0.05,0.0
2018-01-01,3,3,0,0,0,0.0,0.0,0.0,0.0
2018-01-01,4,0,0,0,0,0.0,0.0,0.0,0.0
2018-01-01,4,1,0,0,0,0.09523809523809523,0.0,0.1,0.0
2018-01-01,4,2,0,0,0,0.0,0.0,0.0,0.0
2018-01-01,4,3,0,0,0,0.0,0.047619047619047616,0.0,0.05
2018-01-01,5,0,0,0,0,0.0,0.0,0.0,0.0
2018-01-01,5,1,0,0,0,0.0,0.2857142857142857,0.0,0.3
2018-01-01,5,2,0,0,0,0.14285714285714285,0.19047619047619047,0.15,0.2
2018-01-01,5,3,0,0,0,0.7619047619047619,0.19047619047619047,0.7,0.2
2018-01-01,6,0,0,0,0,0.5714285714285714,0.2857142857142857,0.55,0.3
2018-01-01,6,1,0,0,0,0.38095238095238093,2.2857142857142856,0.4,2.3
2018-01-01,6,2,0,0,0,1.4761904761904763,2.1904761904761907,1.5,2.1
2018-01-01,6,3,0,0,0,0.8571428571428571,2.0952380952380953,0.9,1.9
2018-01-01,7,0,0,0,0,1.4761904761904763,2.0476190476190474,1.35,1.9
2018-01-01,7,1,0,0,0,3.1904761904761907,2.5714285714285716,3.1,2.4
2018-01-01,7,2,0,0,0,1.7142857142857142,3.761904761904762,1.6,3.7
2018-01-01,7,3,0,0,0,2.7142857142857144,3.4285714285714284,2.55,3.25
2018-01-01,8,0,0,0,0,2.0,3.8095238095238093,2.0,3.7
2018-01-01,8,1,0,0,0,2.5238095238095237,4.857142857142857,2.35,4.7
2018-01-01,8,2,0,0,0,3.0476190476190474,4.428571428571429,3.0,4.2
2018-01-01,8,3,0,0,0,3.6666666666666665,3.9047619047619047,3.6,3.75
2018-01-01,9,0,0,0,0,3.5238095238095237,3.4761904761904763,3.55,3.4
2018-01-01,9,1,0,0,0,2.9523809523809526,3.142857142857143,3.05,2.8
